game_id,title,developers,publishers
526090,very real chess,['Zachary Geier'],['Zachary Geier']
525590,brawlderdash,['tso'],['tso']
525600,dyno adventure,['aresarx'],['aresarx']
525610,hardware engineering,['Pb Studios'],['Pb Studios']
525620,octogeddon,['All Yes Good'],['All Yes Good']
525640,bullets and more vr - bam vr,['Koenigz'],['Koenigz']
525680,deisim,['Myron Games'],['Myron Games']
525690,mmm: murder most misfortunate,"['Michael Long', 'Foolish Mortals Games']",['Foolish Mortals Games']
525700,birthdays the beginning,"['Arc System Works', 'TOYBOX Inc.']","['NIS America, Inc.']"
525740,slashy hero,"['The Gentlebros', 'General Arcade']",['The Gentlebros']
525760,awesome obstacle challenge,['VRoximity LLC'],['VRoximity LLC']
525780,doorways: old prototype,['Saibot Studios'],['Saibot Studios']
525190,the construct,['Cannibal Panda Studios'],['Cannibal Panda Studios']
525210,nock: hidden arrow,['CodeBison Games'],['CodeBison Games']
525240,lost sphear,['Tokyo RPG Factory'],['Square Enix']
525300,starship annihilator,['IR Studio'],['IR Studio']
525330,galaxy of trian board game,['Grey Wizard Innovative'],['Grey Wizard Innovative']
525350,thick air,['People Gotta Play'],['People Gotta Play']
525360,shio,['Coconut Island Studio'],['Coconut Island Games']
525370,gobernators (parodia política peruana),"['Elcaelum', 'CGA Studio']",['Elcaelum']
525380,demon peak,['Kajak Games'],['Kajak Games']
525420,samplitude music studio 2017 steam edition,['MAGIX Software GmbH'],['MAGIX Software GmbH']
525450,king oddball,['10tons Ltd'],['10tons Ltd']
525460,sullen: light is your friend,Unknown,
525480,.hack//g.u. last recode,['CyberConnect2'],['Bandai Namco Entertainment']
525500,candy kingdom vr,['Gameplay Studio VR'],['Gameplay Studio VR']
525510,"guns, gore and cannoli 2","['Rogueside', 'Claeysbrothers']",['Rogueside']
525530,what would you do?,['Matthew Roach'],['Matthew Roach']
525540,six feet under,"['David Nestoruk', 'Karl Binder']",['Adhere Technology']
524910,hidden through time,['Rogueside'],['Rogueside']
524940,javva juice,['Super Games Studio'],['Super Games Studio']
525040,the disney afternoon collection,"['Capcom', 'Digital Eclipse']",['Capcom']
525050,artisan: going home again,['Unseen Kingdom Studios'],['Unseen Kingdom Games']
525070,captain lycop : invasion of the heters,['Aéronie'],['Aéronie']
525080,the race for the white house 2016,['Eversim'],['Eversim']
525100,sliver.tv,['SLIVER.tv'],['SLIVER.tv']
525150,space fuss,['NerdyYetis'],['NerdyYetis']
524430,skool daze reskooled,"['Alternative Software Ltd', 'Involution Team']",['Alternative Software Ltd']
524490,shadron,['Viktor Chlumský'],['Viktor Chlumský']
524520,fatehaven,['Hosted Games'],['Hosted Games']
524540,samurai of hyuga,['Hosted Games'],['Hosted Games']
524560,samurai of hyuga book 2,['Hosted Games'],['Hosted Games']
524580,fairy fencer f advent dark force,"['IDEA FACTORY', 'COMPILE HEART']",['Idea Factory International']
524600,dark parables: curse of briar rose collector's edition,['Blue Tea Games'],['Big Fish Games']
524610,ceggtcher vr,['Funny Twins'],['Funny Twins']
524640,asura: vengeance edition,['Ogre Head Studio'],['Ogre Head Studio']
524650,dangerous duels,['Sophie Houlden'],['Sophie Houlden']
524660,rutonychat,['Rutony Studio'],['Rutony Studio']
524690,bitslap,['Comrex AG'],['Comrex AG']
524850,alicemare,['△○□× (Miwashiba)'],['PLAYISM']
524030,machine learning: episode i,['Volens Nolens Games'],['Volens Nolens Games']
524050,salmon ninja,['Krax Games'],['Krax Games']
524060,block wave vr,['RLTY CHK'],['RLTY CHK']
524120,raptor valley,['Andrew Stout'],['Andrew Stout']
524200,queen of thieves,['Winter Wolves'],['Winter Wolves']
524220,nier:automata™,"['Square Enix', 'PlatinumGames Inc.']",['Square Enix']
524240,stonebond: the gargoyle's domain,['I3'],['I3']
524250,dad quest,['Sundae Month'],['Excalibur Publishing']
524350,tiledynasty fps arena,['Purpl3Grape'],['Purpl3Grape']
524380,yore vr,['Tectonic VR'],['Tectonic VR']
524390,pcmark 10,['UL'],['UL']
523600,card creator,['Pixelatto'],['Pixelatto']
523610,beyond enemy lines,['Polygon Art'],['Polygon Art']
523640,the works of mercy,['Peпtacle'],['Peпtacle']
523650,lust for darkness,['Movie Games Lunarium'],['Movie Games S.A.']
523660,hypercharge: unboxed,['Digital Cybercherries'],['Digital Cybercherries']
523680,honey rose: underdog fighter extraordinaire,['Pehesse'],['Self']
523710,sword master vr,['Master Indie'],['Master Indie']
523720,unruly ghouls,['Machete Games LLC'],['Machete Games LLC']
523730,sweet volley high,['NewWestGames'],['NewWestGames']
523740,techwars: global conflict,['Argus Games'],"['Promo Trade Toys LLC', 'Argus Games']"
523750,the 4th coming,"['Dialsoft', 'D4O AG']","['Dialsoft', 'D4O AG']"
523760,loot or die,['Chris Antoni'],['Chris Antoni']
523770,of bird and cage,['Capricia Productions'],['Capricia Productions']
523780,emily is away too,['Kyle Seeley'],['Kyle Seeley']
523810,wonder boy returns,"['CFK Co., Ltd.']","['CFK Co., Ltd.']"
523870,breaking fast,['Tale Studios'],['Tale Studios']
523880,peakvox escape virus hd,"['peakvox', 'O-TWO inc.']",['O-TWO inc.']
523890,stardrone vr,['Beatshapers'],['Beatshapers']
523900,fated souls 2,['Warfare Studios'],['Aldorlea Games']
523940,zombvr,['DonkeyKwon Games'],['DonkeyKwon Games']
523960,tenet,['ALTER-BOY'],['ALTER-BOY']
523970,atomic butcher: homo metabolicus,['Das Humankapital'],['Das Humankapital']
524010,siege of centauri,['Stardock Entertainment'],['Stardock Entertainment']
523410,ozapell basic,['Ozapell'],['Ozapell']
523440,ztime (danger noodles!),['Hazardous Software'],['Hazardous Software']
523550,defense of castle chilly,['Lord of the Stack'],['Lord of the Stack']
523570,across flash,['Uborm'],['Uborm']
522950,mayhem zx,['Numb Thumb Studios'],['Numb Thumb Studios']
522960,airship commander,['CBL Industries'],['CBL Industries']
522990,spell casting: meowgically enhanced edition,['Gordon Little'],['Gordon Little']
523000,princess maker 2 refine,"['CFK Co., Ltd.']",['Bliss Brain']
523030,tank universal 2,['Phil Jones'],['Dialogue Design']
523050,artstage,['Soy-software'],['Soy-software']
523060,planet smasher,"['Robin, Alice, Julia and George']",['Team Gilbert']
523070,black forest,['Lemuria'],
523080,gamepad controller template,['K'],['K']
523090,bomb u!,['MNGOVR'],['PITAYA NETWORK LIMITED']
523110,vegas movie studio 14 steam edition,['MAGIX Software GmbH'],['MAGIX Software GmbH']
523150,mahjong world contest (麻将),['Creobit'],['8Floor']
523160,alice's patchworks 2,['Creobit'],['8Floor']
523170,shotforge,['Alix'],['Alix']
523180,doritos vr battle,['Capitola VR'],['Capitola VR']
523210,a normal lost phone,['Accidental Queens'],['PID Games']
522880,psycho-pass: mandatory happiness,"['MAGES. Inc.', '5pb.']","['NIS America, Inc.']"
522890,ant-gravity: tiny's adventure,['SharkByte Studio'],['SharkByte Studio']
522900,when it hits the fan,['Heartfelt Games LLC'],['Heartfelt Games LLC']
522940,gun godz,['Vlambeer'],['Vlambeer']
522530,revenant saga,['Exe Create Inc.'],['KEMCO']
522570,the last hope,['Balti Calarasi'],['HandMade Games']
522590,near midnight,['Indie Dynamics'],['Indie Dynamics']
522610,lord of the seal,['N-Soft'],['N-soft']
522660,snooker-online multiplayer snooker game!,['TTCX Inc.'],['TTCX Inc.']
522690,in fear i trust,['Black Wing Foundation'],['Fulqrum Publishing']
522700,the final days: i'm still alive,['Kipsaim(Mike) Delgado'],['Kipsaim(Mike) Delgado']
522710,virtual escape: the play room,"['Default Interactive', 'Broken Dreams', 'Webb 3D']",['Default Interactive']
522730,god of arrows vr,['Reactor Entertainment'],['Reactor Entertainment']
522740,oh my godheads,['Titutitech'],['Square Enix']
522000,blind blades,['Heavy Key Studios'],['Heavy Key Studios']
522010,lost crew,['Gamecosm'],['Gamecosm']
522020,blue effect vr,['DIVR Labs'],['DIVR Labs']
522040,princess remedy 2: in a heap of trouble,['Ludosity'],['Ludosity']
522080,gemstone keeper,['Gamepopper'],['Gamepopper']
522090,medieval defenders,['Creobit'],['8Floor']
522130,landtraveller,['WolfCoder Workshop'],['WOLFCODER WORKSHOP LLC']
522200,loading human: chapter 1,['Untold Games'],['Maximum Games']
522210,serial cleaner,['Draw Distance'],['Curve Games']
522220,inmind 2 vr,['Luden.io'],['Luden.io']
522230,the fishing club 3d: multiplayer sport angling,['Robot Riot UG (haftungsbeschränkt)'],['Robot Riot UG (haftungsbeschränkt)']
522240,pool panic,['Rekim'],['Rekim']
522250,quick draw,['Playing With Matches'],['Playing With Matches']
522300,polywings,['Mariano Larronde'],['Mariano Larronde']
522340,ghostlords,['Kyle Rodgers'],['Kyle Rodgers']
522470,the house of da vinci,['Blue Brain Games'],['Blue Brain Games']
522490,carrie's order up!,['Ink Dragon Works'],['Ink Dragon Works']
521620,alchemist adventure,['Bad Minions'],['SuperGG.com']
521630,toadled classic,['Giant Fox Studios'],['Giant Fox Studios']
521650,genghis khan,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521660,nobunaga's ambition: zenkokuban,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521670,romance of the three kingdoms,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521680,bandit kings of ancient china,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521690,romance of the three kingdoms ii,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521700,nobunaga's ambition: sengoku gunyuuden,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521710,romance of the three kingdoms iii,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521720,uncharted waters,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521730,romance of the three kingdoms iv with power up kit,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521740,nobunaga's ambition: bushou fuunroku,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521760,taiko risshiden,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']"
521790,ancient frontier,"['Fair Weather Studios, LLC']","['Fair Weather Studios, LLC']"
521800,command ops 2 core game,['Panther Games'],['Panther Games']
521860,lop nor zombie vr (htc vive),['哈视奇科技'],['哈视奇科技']
521880,rpg maker vx,"['Gotcha Gotcha Games', 'KADOKAWA', 'Yoji Ojima']",['Gotcha Gotcha Games']
521890,hello neighbor,['Dynamic Pixels'],['tinyBuild']
521920,death's hangover,['Retro Army Limited'],['paulstephendavis']
521950,bullet sorrow vr,['VikingVRStudio'],['VikingVRStudio']
521980,autumn dream,['GDNomaD'],['GDNomaD']
521990,galactic storm,['Dawid Bujak'],['Dawid Bujak']
521110,zombie birds first encounter halloween,['magnussoft'],['magnussoft']
521130,dots extreme,['Starwind Games'],['Starwind Games']
521140,king machine,['FastRam Design'],['FastRam Design']
521150,another brick in the mall,['The Quadsphere'],['The Quadsphere']
521200,epic battle fantasy 3,['Matt Roszak'],['Matt Roszak']
521210,timore 5,['Vidas Salavejus'],['Vidas Salavejus']
521230,stone age wars,['Permafrost Studio'],['Back To Basics Gaming']
521280,atlantis: pearls of the deep,['Alder Games'],['Legacy Games']
521300,the electric shocktopus,['TestTubeGames'],['TestTubeGames']
521320,final warrior quest,['The Game Brewery'],['The Game Brewery']
521340,true or false,['Vladimir Maslov'],['Vladimir Maslov']
521350,use your words,"['Smiling Buddha Games, LLC']",['Screenwave Media']
521390,rhythmslinger,"[""Jacob's Juicy Games Co.""]","[""Jacob's Juicy Games Co.""]"
521430,super switch,['David Mulder'],['SA Industry']
521450,hunted: one step too far - reborn edition remastered,['DK Productions'],['DK Productions']
521470,magical otoge ciel,['batensan'],['batensan']
521500,sakura space,['Winged Cloud'],['Winged Cloud']
521510,magical×spiral,['Broken Desk'],['Sekai Project']
521540,this world unknown,['ebi-hime'],['ebi-hime']
521560,the mystery of woolley mountain,['Lightfoot Brothers'],['Lightfoot Brothers']
521570,you have 10 seconds 2,['Tamationgames'],['Tamationgames']
521580,where are my internets?,['Lokator Studio'],['DNVA']
521590,subterra,['Warfare Studios'],['Senpai Studios']
520750,dwvr,['Mad Triangles'],['Mad Triangles']
520810,metal noise,['Yumoon'],['Yumoon']
520840,gaming accelerator 2,['Seventh Knight'],['Seventh Knight']
520850,lost in secular love,['YETU GAME'],['YETU GAME']
520860,impulse of war,['Dmitry Medvedev'],['Dmitry Medvedev']
520910,kokurase episode 1,"['galanti', 'Vaka Game Magazine']",['Vaka Game Magazine']
520930,pong it! vr,['Mergin Studio'],['Mergin Studio']
520940,mx vs atv all out,['Rainbow Studios'],['THQ Nordic']
520950,drift ce,['ECC GAMES'],['505 Games']
520990,barrow hill: the dark path,['Shadow Tor Studios'],['Iceberg Interactive']
521000,globe rush,['Treetop Crew'],['Treetop Crew']
521090,industry giant,['QLOC'],['Toplitz Productions']
521100,minosmaze - the minotaur's labyrinth,['RuVe Game Studio'],['RuVe Game Studio']
520350,remembering pearl harbor,['Deluxe VR'],['LIFE VR']
520370,pigeon fight,['OnionMilk'],['OnionMilk']
520380,camper jumper simulator,['No-Brain Studio'],['SIG Publishing']
520410,spacepod,['Robusta Gameworks'],['Fabulous']
520440,guilty gear xrd rev 2,['Arc System Works'],['Arc System Works']
520470,music inside: a vr rhythm game,['RR GAMES PTE LTD'],['RR GAMES PTE LTD']
520510,tribocalypse vr,['Totemic Entertainment Ltd'],['Totemic Entertainment Ltd']
520520,it comes around - a kinetic novel,['Glass of Water Studios'],['Afterthought Studios']
520540,tribloos 3,['BumpkinBrothers'],['BumpkinBrothers']
520590,the journey of forgotten memories,['Forgotten Games'],['Forgotten Games']
520600,purrfect date - visual novel/dating simulator,['Bae Team'],['Bossa Studios']
520610,drive on moscow,['Shenandoah Studio'],['Slitherine Ltd.']
520660,wrack: exoverse,['Final Boss Entertainment'],['Final Boss Entertainment']
520670,strikers edge,['Fun Punch Games'],['Dear Villagers']
520680,lost cities,['BlueLine Games'],['BlueLine Games']
520720,dear esther: landmark edition,"['The Chinese Room', 'Robert Briscoe']",['Secret Mode']
520080,your star,['natahem'],['natahem']
520120,vanguard v,['ZeroTransform'],['ZeroTransform']
520150,a midsummer night's choice,['Choice of Games'],['Choice of Games']
520210,dreamdesk vr,['We AR VR'],['We AR VR']
520230,twinforce,['ETI'],['ETI']
520250,visitors,['Black Side'],['Black Side']
520270,thrills & chills - roller coasters,['VRisch'],['Black Cell']
520290,fright light,['Chris Antoni'],['Chris Antoni']
520300,underworld dungeon,"['InfernoSoul', 'Fromjaf Games']",['Fromjaf Games']
519870,flying pengy,['Bogemic Games'],['Bogemic Games']
519890,star boss,['Hobibit'],['SA Industry']
519940,kubz vr,['bibimbapstudio'],['bibimbapstudio']
519980,trains vr,['The House of Fables'],['The House of Fables']
519990,zenza,['Intropy Games'],['Intropy Games']
520010,climbey,['Brian Lindenhof'],['ShadowBrain Games']
520040,lumen,['Framestore Inc.'],['Time Inc.']
519540,virtual islands,['Tim McCulloch'],['Tim McCulloch']
519550,space dvrts,['Laser Fuel Games'],['Laser Fuel Games']
519020,shuttle siege,['Lasmelan'],['Lasmelan']
519030,don't let go!,['Skydome Studios'],['Skydome Studios']
519080,soda girls,['Bomber Studio'],['Bomber Studio']
519140,minds eyes,['Stanislaw Truchowski'],['TurnVex']
519160,toon ocean vr,['Tomilano'],['Tomilano']
519170,the journey home,['Michael Chou'],['Michael Chou VR Lab']
519180,streamer simulator,Unknown,
519190,next day: survival,['SOFF Games'],['Last Level']
519200,kitty kitty boing boing: the happy adventure in puzzle garden!,['Alex Hanson-White'],['Alex Hanson-White']
518920,surgeon simulator: experience reality,['Bossa Studios'],"['Bossa Studios', 'Infogrames']"
518580,accounting (legacy),"['Crows Crows Crows', 'Squanch Games']",['Crows Crows Crows']
518610,live in color,['Atakote Studios'],['Atakote Studios']
518620,ballistick,['Bomb Shelter Games'],['Bomb Shelter Games']
518650,illumine,['Dejima'],['Dejima']
518660,zone4,"['Infovine co.,Ltd.']","['Infovine co.,Ltd.']"
518670,intensive exposure,['Fireline Games'],['Fireline Games']
518680,kapsul infinite,"[""Luke O'Connor""]","[""Luke O'Connor""]"
518690,seventh knight pc security,['Seventh Knight'],['Seventh Knight']
518730,zombo buster rising,['FIREBEAST'],['FIREBEAST']
518740,why is the princess in a magic forest?!,['Fat Walrus Games'],['Fat Walrus Games']
518800,lone leader,['SirGoose'],['Displacement Studios']
517930,the castles of dr. creep,"['Ed Hobbs', 'Robert Crossfield']",['Strobs Canardly']
517960,crate punks,['Laborious Rex'],['Skypeak LLC']
517970,cranga!: harbor frenzy,['HandMade Game'],['HandMade Game']
517990,city vr,"['Amber Garage, Inc.']","['Amber Garage, Inc.']"
518000,edge guardian,['Hypothermic Games'],['Hypothermic Games']
518040,volleyball unbound - pro beach volleyball,['Great Boolean'],['Great Boolean']
518060,chess ultra,['Ripstone'],['Ripstone']
518110,ahros: one warrior chronicle,['4 I Lab'],['4 I Lab']
518120,chimpact 1 - chuck's adventure,['Yippee Entertainment LTD'],"['Yippee Entertainment LTD', 'KPL']"
518130,how to shoot a criminal,['Pandorica'],['Pandorica']
518140,lectrovolt ii,['Harmonize Studios'],['Harmonize Studios']
518150,intruder,['Superboss Games'],['Superboss Games']
518190,sky jac,['Team of Light Media LLC'],['Team of Light Media LLC']
518280,dead end junction,['773'],['Culture Select']
517550,the enlightened league of bone builders and the osseous enigma,['INVIVO Communications'],['INVIVO Communications']
517620,gooblins,"['Deform Studio, LLC']","['Waveform Logic, Inc']"
517630,just cause 4 reloaded,['Avalanche Studios'],['Square Enix']
517660,drop out 0,['Ward Dehairs'],['Ward Dehairs']
517670,cowbots and aliens,"['Wizard Games Inc', 'Chicken Waffle']",['Chicken Waffle']
517680,a dead world's dream,['JoqLePecheur'],['JoqLePecheur']
517710,redout: enhanced edition,['34BigThings srl'],['34BigThings srl']
517720,epic tavern,['Hyperkinetic Studios'],['Epic Tavern Holdings']
517770,caketomino,['Smoketree Studios'],['Smoketree Studios']
517780,ogre,['Auroch Digital'],['Auroch Digital']
517790,caesar™ 3,['Impressions Games'],['Activision']
517810,caesar™ iv,"['Tilted Mill Entertainment, Inc.']",['Activision']
517910,sisyphus reborn,"['Edwin Montgomery', 'Myshkin Entertainment']",['Myshkin Entertainment']
517060,day of the trumplings,['AcneVulgaris'],['Nasty Little Games']
517100,funk unplugged,['Vamped Games'],['Vamped Games']
517130,soundboxing,['Maxint LLC'],['Maxint LLC']
517140,polycrusher,['Atomic Pond Studios'],['Broken Rules']
517160,richie's plank experience,['Toast'],['Toast']
517170,tvori,['Tvori'],['Tvori']
517190,rebound,['Omnirift'],['Omnirift']
517210,bad pad,"['Headbang Games', 'Oray Studios']",['Headbang Games']
517220,balls! virtual reality cricket,"['Karl Binder', 'David Nestoruk']",['stickee']
517230,spinning maze,"['Beijing Xinrun Technology Co.,Ltd']","['Beijing Xinrun Technology Co.,Ltd']"
517240,machinations: fog of war,['Hosted Games'],['Hosted Games']
517270,pro farm manager,['Aslak Studio'],['Expone']
517280,zescape,['Madhouse Software'],['Madhouse Software']
517300,publisher tycoon,['14Dimension Enterprise'],['14Dimension Enterprise']
517320,gungirl 2,['BlueEagle Productions'],['Paul Schneider']
517330,stellar interface,['ImaginationOverflow'],['ImaginationOverflow']
517340,tank tread,['INT2000'],['INT2000']
517350,squareface,['VAN CUBO'],['VAN CUBO']
517360,the secret order 4: beyond time,['Sunward Games'],['Artifex Mundi']
517370,tavernier,['From The Bard'],['From The Bard']
517400,vr amazing files: horror hospital,['weyha.com'],['weyha.com']
517460,steamhammervr - the rogue apprentice,['GamestormVR'],['Showstorm Ltd']
517470,king of booze: drinking game,['Daygames'],['Daygames']
517480,vhsoverdose,['CallThePolices'],['CallThePolices']
517500,tactics: bludgeons blessing,['Capt. McCay Soft'],['Capt. McCay Soft']
517510,flatshot,"['Turupawn', 'Ceteco', 'bobbyliciou5', 'morghan831', 'immac']",['Rosalila']
516650,preston sterling,['Animation Arts'],['Animation Arts']
516680,flying baron 1916,['magnussoft'],['magnussoft']
516740,elves vs goblins defender,['magnussoft'],['magnussoft']
516750,my summer car,['Amistech Games'],['Amistech Games']
516790,fat mask,['Paper Cult'],['Paper Cult']
516810,the garden,['Pug & Dragon'],['Pug & Dragon']
516820,exodemon,['Kuupu'],['Kuupu']
516840,the tale of doris and the dragon - episode 1,['Arrogant Pixel'],['Arrogant Pixel']
516870,isomorph,['Buce Studios LLC'],['Buce Studios LLC']
516890,alchemic jousts,['Lunatic Pixels'],['Lunatic Pixels']
516900,oniris basket vr,['Oniris Studios'],['Oniris Studios']
516920,veilia,"['Gawkfish Studios', 'Alex Gimson']",['Alex Gimson']
516940,minesweeper vr,['Funny Twins'],['Funny Twins']
516960,b.c.e.,['Blue Drop Games'],['Blue Drop Games']
517000,sakura shrine girls,['Winged Cloud'],['Winged Cloud']
517010,aztecalypse,['Displacement Studios'],['Displacement Studios']
516410,football blitz,['Applava'],['Applava']
516430,ruin of the reckless,['Faux-Operative Games'],['Poppy Works']
516440,alien rampage,['Inner Circle Creations'],"['Piko Interactive LLC', 'Bleem!']"
516460,50 years,['Jinsimer Games'],['Jinsimer Games']
516470,crappy zombie game,['CRAPPY ZOMBIE GAME STUDIO'],['CRAPPY ZOMBIE GAME STUDIO']
516480,pinkman,['Viridino Studios'],['Viridino Studios']
516500,zissi's island,['Ramon Mujica'],['Ramon Mujica']
516510,orake classic,['PigLion Games'],['PigLion Games']
516520,omega reaction,['Nick Van Fossen'],['Joe Censored Games LLC']
516550,relativity,['TomCGames'],['TomCGames']
516560,the odyssey,['Crazysoft ltd'],['Crazysoft ltd']
516570,adaptr,['ProjectorGames'],['ProjectorGames']
516580,dystoria,['Tri-Coastal Games'],['Hound Picked Games']
516590,cyberthreat,['Enigmatic'],"['Enigmatic', 'Leading Role']"
516600,bai qu: hundreds of melodies,['Magenta Factory'],['Magenta Factory']
516610,guardian war vr,['重庆焱玩网络科技有限公司'],['重庆焱玩网络科技有限公司']
516640,a large quantity of mushrooms,['Raw Lion Workshop'],['Raw Lion Workshop']
515890,marty thinks 4d,['Jonathan Stoffer'],['KittySoft Studios LLC']
515900,rock,['Ragnar'],['Ragnar']
515910,hooligan vasja,['Trident Game Studio'],['Trident Game Studio']
515960,martha is dead,['LKA'],['Wired Productions']
515980,the horus heresy: battle of tallarn - iron edition,['HexWar Games'],['HexWar Games']
516000,candy thieves - tale of gnomes,['TrolleyBuzz LLC'],['TrolleyBuzz LLC']
516010,board defenders,['Ludus Studio'],['Ludus Studio']
516030,insane robots,['Playniac'],['Playniac']
516040,everything is peachy,['Peacock Dreams Games'],['Hunted Cow Games']
516110,toejam & earl: back in the groove!,['HumaNature Studios'],['HumaNature Studios']
516120,juno's darkest hour,['Antoine Bilodeau'],['Antoine Bilodeau']
516130,runner3,['Choice Provisions'],['Choice Provisions']
516250,skynet rising : portal to the past,['Imran Arafat'],['Reality Gameware']
515470,hyper color ball,['Czester16'],['Back To Basics Gaming']
515570,ubermosh vol.3,['Walter Machado'],['Walter Machado']
515650,straimium immortaly,['caiys'],['caiysware']
515690,warriors of vilvatikta,['RPG Video'],['Back To Basics Gaming']
515700,snowday,['Breachgate'],['Breachgate']
514920,crash wheels,['Quiet River'],['Quiet River']
514930,super hop 'n' bop ultra,['CTgames'],['Flying Interactive']
514970,drive megapolis,['npp_trainer'],['Back To Basics Gaming']
514990,outbreak,['Dead Drop Studios LLC'],['Dead Drop Studios LLC']
515000,panic at multiverse high!,['DoubleBear Productions'],['DoubleBear Productions']
515010,a duel hand disaster: trackher,['Ask An Enemy Studios'],['Ask An Enemy Studios']
515020,the vr museum of fine art,['Finn Sinclair'],['Finn Sinclair']
515040,make america great again: the trump presidency,['Maverick Game Studio'],['Three Guys Game Studio']
515060,third eye,['Vanishing Point Game Studios'],['Vanishing Point Game Studios']
515180,bus simulator 18,['stillalive studios'],['astragon Entertainment']
515200,cliff hanger,['syuuyuusya'],['syuuyuusya']
515230,cleo's lost idols,['Tomb Team'],['Chilled Mouse']
515260,virtual rides 3 - funfair simulator,['Pixelsplit Simulations'],"['Pixelsplit Simulations', 'Pixelsplit']"
514490,ultimate word search 2: letter boxed,['EnsenaSoft'],['EnsenaSoft']
514510,unreal heroes,['OxDev'],['OxDev']
514520,sparky's hunt,['Luke Cripps'],['Fellowplayer']
514530,rally racers,['West Coast Games Ltd'],['West Coast Games Ltd']
514570,pinball parlor,"['Mindware Co.,Ltd.']","['Mindware Co.,Ltd. ']"
514580,cooking witch,['VaragtP'],['VaragtP']
514620,ellipsis,['Salmi Games'],['Salmi Games']
514640,tankyou!,['Virgil Tuser'],['Scorpius Games']
514650,orbital x,['Filippo Ceffa'],['Filippo Ceffa']
514660,bitmaster,['Vladimir Shlapak'],['Sometimes You']
514670,satellite command,['Stormtide'],['Stormtide']
514700,mystery case files®: 13th skull™ collector's edition,['Big Fish Games'],['Big Fish Games']
514720,dark tales: edgar allan poe's the masque of the red death collector's edition,['AMAX Interactive'],['Big Fish Games']
514730,hidden expedition: dawn of prosperity collector's edition,['Eipix Entertainment'],['Big Fish Games']
514740,final cut: death on the silver screen collector's edition,['Eipix Entertainment'],['Big Fish Games']
514750,nightmare adventures: the witch's prison,['Ghost Ship Studios'],['Big Fish Games']
514760,spirits of mystery: amber maiden collector's edition,['AMAX Interactive'],['Big Fish Games']
514770,grave mania: pandemic pandemonium,['Anino Games'],['Big Fish Games']
514780,best in show solitaire,['Graduate Games'],['Graduate Games']
514810,eldritch hunter,['Joshua Missile'],['Joshua Missile']
514820,wasps!,['Mad Vulture Games'],['Mad Vulture Games']
514830,stifled - echolocation horror mystery,['Gattai Games'],['Gattai Games']
514870,fat city,['Heavy Iron Studios'],"['Heavy Iron Studios, Inc.']"
514890,super jagua,['cbritez'],['cbritez']
514010,football mogul 15,"['Sports Mogul, Inc.']","['Sports Mogul, Inc.']"
514050,uprising 2: lead and destroy,['Cyclone Studios'],['Ziggurat']
514080,deadly dozen,['N-Fusion Interactive'],['Ziggurat']
514090,beautiful japanese scenery - animated jigsaws,['BottleCube inc.'],['BottleCube inc.']
514130,european air war,"['MicroProse Software, Inc']",['Atari']
514140,elite warriors: vietnam,['N-Fusion Interactive'],['Ziggurat']
514150,line of sight: vietnam,['N-Fusion Interactive'],['Ziggurat']
514160,18 wheels of steel: across america,"['SCS Software', 'Sunstorm Interactive']",['Cosmi Valusoft']
514170,18 wheels of steel: convoy,['SCS Software'],['Cosmi Valusoft']
514180,18 wheels of steel: haulin’,['SCS Software'],['Cosmi Valusoft']
514200,mythic victory arena,['Resi'],['MVA_Resi']
514220,super gunworld 2,['m07games'],['m07games']
514240,alone?,['Deceptive Games'],['Deceptive Games']
514290,factory engineer,['Mind Leak'],['Mind Leak']
514310,senran kagura bon appétit! - full course,['Meteorise'],"['XSEED Games', 'Marvelous USA, Inc.', 'Marvelous']"
514340,aliens go home run,['ANIM•ACE'],['ANIM•ACE']
514350,fancy slingshot vr,['哈视奇科技'],['哈视奇科技']
514360,freedom fighter,['Volens Nolens Games'],['Volens Nolens Games']
514370,dragonblast vr,['VisionWard LLC'],['VisionWard LLC']
514390,pooshooter: toilet invaders,['FergaTroid Studios'],['FergaTroid Studios']
514400,legends of time,['VidovicArts'],['VidovicArts']
514410,gun brothers,['Rootify'],['Rootify']
514460,cyberline racing,['MagicIndie'],['Plug In Digital']
514470,fantastic 4 in a row 2,['EnsenaSoft'],['EnsenaSoft']
514480,fantastic checkers 2,['EnsenaSoft'],['EnsenaSoft']
513480,geo,['Windybeard'],['Windybeard']
