record_id,age,gender,occupation,years_gaming,daily_gaming_hours,genre,primary_game,gaming_platform,monthly_spend,academic_performance,gpa,work_productivity,face_to_face_social_hours_weekly,social_isolation,exercise_hours_weekly,sleep_hours,sleep_quality,sleep_disruption,eye_strain,back_neck_pain,physical_pain,weight_change_kg,mood_state,mood_swings,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,gaming_addiction_risk_level,addiction_severity,hours_bin,title,game_id
GD0525,19,Male,Student,4,7.3,Strategy,sid meier's civilization vi,Console,84.52,Poor,3.31,3.0,7.1,4,5.3,3.2,Fair,Rarely,True,True,True,1.4,Anxious,Daily,True,True,False,High,2,6-9h,sid meier's civilization vi,335482.0
GD0525,19,Male,Student,4,7.3,Strategy,sid meier's civilization vi,Console,84.52,Poor,3.31,3.0,7.1,4,5.3,3.2,Fair,Rarely,True,True,True,1.4,Anxious,Daily,True,True,False,High,2,6-9h,sid meier's civilization vi,336792.0
GD0526,16,Male,Student,4,1.7,FPS,valorant,Multi-platform,12.32,Excellent,3.03,,9.7,1,7.6,8.2,Poor,Sometimes,False,False,False,0.8,Excited,Rarely,False,False,False,Low,0,0-3h,valorant,682668.0
GD0526,16,Male,Student,4,1.7,FPS,valorant,Multi-platform,12.32,Excellent,3.03,,9.7,1,7.6,8.2,Poor,Sometimes,False,False,False,0.8,Excited,Rarely,False,False,False,Low,0,0-3h,valorant,682740.0
GD0527,18,Male,Student,5,4.3,FPS,overwatch,Console,32.71,Below Average,3.2,,9.0,4,9.5,6.9,Fair,Sometimes,False,False,False,0.0,Euphoric,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0528,21,Male,Student,11,1.3,FPS,overwatch,Multi-platform,44.99,Average,3.92,8.0,12.2,1,9.2,8.5,Fair,Often,False,False,False,0.1,Excited,Never,False,False,False,Low,0,0-3h,,N/A
GD0529,25,Male,Professional,11,10.4,MMO,world of warcraft,Console,61.9,Poor,,3.0,0.6,5,6.4,4.3,Fair,Often,True,False,True,5.0,Restless,Sometimes,True,True,False,Severe,2,9-12h,,N/A
GD0530,20,Female,Student,6,10.1,MOBA,dota 2,Mobile,350.42,Below Average,2.09,1.0,5.2,8,3.6,5.7,Very Poor,Always,True,True,True,8.9,Depressed,Often,True,True,True,Severe,3,9-12h,dota 2,570.0
GD0531,20,Female,Student,7,5.8,Mobile Games,genshin impact,Console,124.29,Average,1.63,3.0,7.8,5,8.8,6.3,Very Poor,Rarely,False,False,False,2.4,Euphoric,Daily,False,False,False,Low,0,3-6h,genshin impact,410617.0
GD0531,20,Female,Student,7,5.8,Mobile Games,genshin impact,Console,124.29,Average,1.63,3.0,7.8,5,8.8,6.3,Very Poor,Rarely,False,False,False,2.4,Euphoric,Daily,False,False,False,Low,0,3-6h,genshin impact,437991.0
GD0531,20,Female,Student,7,5.8,Mobile Games,genshin impact,Console,124.29,Average,1.63,3.0,7.8,5,8.8,6.3,Very Poor,Rarely,False,False,False,2.4,Euphoric,Daily,False,False,False,Low,0,3-6h,genshin impact,410618.0
GD0531,20,Female,Student,7,5.8,Mobile Games,genshin impact,Console,124.29,Average,1.63,3.0,7.8,5,8.8,6.3,Very Poor,Rarely,False,False,False,2.4,Euphoric,Daily,False,False,False,Low,0,3-6h,genshin impact,748280.0
GD0532,18,Male,Student,5,2.5,Mobile Games,clash of clans,Mobile,30.97,Average,1.57,,12.3,1,10.4,8.9,Good,Often,False,False,False,0.5,Normal,Daily,False,False,False,Low,0,0-3h,,N/A
GD0533,18,Male,Student,7,2.6,MMO,final fantasy xiv online,Mobile,26.71,Excellent,2.58,,12.4,2,10.1,8.8,Good,Never,False,False,False,0.2,Normal,Never,False,False,False,Low,0,0-3h,final fantasy xiv online,39210.0
GD0534,19,Male,Student,1,10.2,MOBA,league of legends,PC,207.43,Failing,3.44,10.0,3.0,7,6.9,3.3,Very Poor,Rarely,False,False,False,0.8,Euphoric,Daily,True,False,False,High,1,9-12h,,N/A
GD0535,14,Male,Student,1,5.8,FPS,counter-strike: global offensive,Console,88.33,Poor,2.69,,9.4,4,7.1,6.2,Fair,Never,True,True,True,0.4,Restless,Never,False,True,False,Moderate,1,3-6h,counter-strike: global offensive,3468.0
GD0536,17,Female,Student,6,1.9,MMO,final fantasy xiv online,PC,23.78,Average,1.78,,11.5,1,10.9,7.1,Good,Always,False,False,False,0.1,Withdrawn,Rarely,False,False,False,Low,0,0-3h,final fantasy xiv online,39210.0
GD0537,18,Male,Student,4,8.0,RPG,elden ring,PC,85.28,Poor,3.81,,5.3,5,7.7,5.0,Poor,Never,True,True,True,0.1,Angry,Rarely,False,True,True,High,2,6-9h,elden ring,1245620.0
GD0537,18,Male,Student,4,8.0,RPG,elden ring,PC,85.28,Poor,3.81,,5.3,5,7.7,5.0,Poor,Never,True,True,True,0.1,Angry,Rarely,False,True,True,High,2,6-9h,elden ring,489212.0
GD0538,18,Male,Student,4,3.4,MMO,elder scrolls online,Multi-platform,30.22,Average,2.15,,9.6,1,9.0,7.4,Poor,Never,False,False,False,0.3,Normal,Daily,False,False,False,Low,0,0-3h,,N/A
GD0539,24,Male,Professional,10,1.2,Strategy,age of empires,PC,32.34,Average,,1.0,14.2,1,8.6,7.6,Fair,Often,False,False,False,0.3,Irritable,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0540,19,Male,Student,4,4.3,MMO,elder scrolls online,PC,43.72,Below Average,2.46,10.0,11.9,3,9.2,6.3,Good,Rarely,False,False,False,0.7,Restless,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0541,18,Male,Student,1,10.7,Battle Royale,apex legends,Mobile,115.6,Below Average,3.11,,4.3,7,4.3,5.3,Fair,Never,True,True,True,4.8,Depressed,Sometimes,True,True,True,Severe,3,9-12h,apex legends,176538.0
GD0541,18,Male,Student,1,10.7,Battle Royale,apex legends,Mobile,115.6,Below Average,3.11,,4.3,7,4.3,5.3,Fair,Never,True,True,True,4.8,Depressed,Sometimes,True,True,True,Severe,3,9-12h,apex legends,495480.0
GD0541,18,Male,Student,1,10.7,Battle Royale,apex legends,Mobile,115.6,Below Average,3.11,,4.3,7,4.3,5.3,Fair,Never,True,True,True,4.8,Depressed,Sometimes,True,True,True,Severe,3,9-12h,apex legends,176537.0
GD0542,27,Male,Professional,15,3.3,Battle Royale,pubg,Console,11.66,Below Average,,6.0,9.0,3,9.3,8.9,Poor,Often,False,False,False,0.4,Anxious,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0543,31,Male,Professional,7,10.4,Strategy,sid meier's civilization vi,Console,339.48,Average,,10.0,1.8,7,7.0,3.2,Poor,Sometimes,False,False,False,4.1,Normal,Often,False,True,True,Severe,2,9-12h,sid meier's civilization vi,335483.0
GD0543,31,Male,Professional,7,10.4,Strategy,sid meier's civilization vi,Console,339.48,Average,,10.0,1.8,7,7.0,3.2,Poor,Sometimes,False,False,False,4.1,Normal,Often,False,True,True,Severe,2,9-12h,sid meier's civilization vi,335482.0
GD0543,31,Male,Professional,7,10.4,Strategy,sid meier's civilization vi,Console,339.48,Average,,10.0,1.8,7,7.0,3.2,Poor,Sometimes,False,False,False,4.1,Normal,Often,False,True,True,Severe,2,9-12h,sid meier's civilization vi,336792.0
GD0544,22,Female,Student,4,6.7,Mobile Games,candy crush,PC,37.0,Poor,1.18,5.0,6.5,5,6.5,4.6,Poor,Rarely,True,True,True,1.4,Angry,Sometimes,True,True,False,High,2,6-9h,,N/A
GD0545,16,Male,Student,4,6.3,MMO,elder scrolls online,Mobile,33.58,Excellent,1.91,,4.8,3,7.7,5.1,Poor,Sometimes,False,False,False,0.8,Irritable,Daily,False,False,False,Low,0,3-6h,,N/A
GD0546,19,Male,Student,6,6.2,MMO,world of warcraft,Mobile,138.86,Average,3.56,6.0,7.4,3,5.9,6.7,Fair,Often,True,False,True,3.6,Depressed,Rarely,False,True,False,Moderate,1,3-6h,,N/A
GD0547,22,Male,Student,3,3.2,MMO,world of warcraft,Multi-platform,42.64,Average,3.82,6.0,8.7,4,8.4,8.7,Poor,Sometimes,False,False,False,0.6,Withdrawn,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0548,24,Male,Professional,13,7.1,FPS,call of duty,Console,96.9,Below Average,,8.0,4.9,5,6.0,3.8,Good,Never,False,False,False,2.2,Depressed,Daily,True,True,False,High,2,6-9h,,N/A
GD0549,18,Male,Student,1,8.4,MOBA,dota 2,Mobile,73.02,Poor,3.2,,7.2,5,4.7,5.2,Poor,Rarely,True,True,True,0.7,Restless,Sometimes,False,False,False,Low,0,6-9h,dota 2,570.0
GD0550,21,Female,Student,9,7.2,Battle Royale,fortnite,PC,99.01,Excellent,1.41,2.0,5.0,4,6.2,5.9,Fair,Never,True,True,True,0.6,Irritable,Sometimes,True,False,False,Moderate,1,6-9h,fortnite,18141.0
GD0550,21,Female,Student,9,7.2,Battle Royale,fortnite,PC,99.01,Excellent,1.41,2.0,5.0,4,6.2,5.9,Fair,Never,True,True,True,0.6,Irritable,Sometimes,True,False,False,Moderate,1,6-9h,fortnite,417808.0
GD0550,21,Female,Student,9,7.2,Battle Royale,fortnite,PC,99.01,Excellent,1.41,2.0,5.0,4,6.2,5.9,Fair,Never,True,True,True,0.6,Irritable,Sometimes,True,False,False,Moderate,1,6-9h,fortnite,18167.0
GD0550,21,Female,Student,9,7.2,Battle Royale,fortnite,PC,99.01,Excellent,1.41,2.0,5.0,4,6.2,5.9,Fair,Never,True,True,True,0.6,Irritable,Sometimes,True,False,False,Moderate,1,6-9h,fortnite,18204.0
GD0551,19,Male,Student,6,9.5,Strategy,age of empires,Multi-platform,90.31,Excellent,1.94,5.0,2.4,6,4.6,3.2,Poor,Always,True,False,True,0.6,Irritable,Daily,True,True,True,Severe,3,9-12h,,N/A
GD0552,19,Male,Student,6,6.0,Mobile Games,pubg mobile,Console,35.25,Average,1.42,9.0,10.2,4,5.4,5.3,Fair,Rarely,False,False,False,3.5,Restless,Daily,False,False,False,Low,0,3-6h,,N/A
GD0553,19,Female,Student,5,2.3,MOBA,mobile legends,Console,39.46,Good,3.61,10.0,14.5,2,9.8,8.9,Good,Often,False,False,False,0.6,Normal,Never,False,False,False,Low,0,0-3h,,N/A
GD0554,27,Male,Professional,5,4.2,Strategy,age of empires,PC,18.36,Excellent,,2.0,12.6,3,8.9,5.9,Good,Always,False,False,False,1.3,Euphoric,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0555,19,Female,Student,5,4.6,RPG,cyberpunk 2077,Console,70.56,Average,3.24,2.0,11.3,5,7.3,6.1,Good,Always,True,False,True,1.3,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,1091500.0
GD0555,19,Female,Student,5,4.6,RPG,cyberpunk 2077,Console,70.56,Average,3.24,2.0,11.3,5,7.3,6.1,Good,Always,True,False,True,1.3,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,487113.0
GD0555,19,Female,Student,5,4.6,RPG,cyberpunk 2077,Console,70.56,Average,3.24,2.0,11.3,5,7.3,6.1,Good,Always,True,False,True,1.3,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,421702.0
GD0555,19,Female,Student,5,4.6,RPG,cyberpunk 2077,Console,70.56,Average,3.24,2.0,11.3,5,7.3,6.1,Good,Always,True,False,True,1.3,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,421362.0
GD0556,19,Male,Student,6,4.8,Strategy,age of empires,Console,97.99,Poor,2.78,1.0,8.6,2,8.1,7.0,Poor,Often,True,False,True,3.2,Euphoric,Daily,False,False,False,Low,0,3-6h,,N/A
GD0557,20,Male,Student,3,11.7,Mobile Games,pubg mobile,Console,360.29,Average,2.69,7.0,0.2,7,5.4,5.5,Very Poor,Always,True,False,True,0.1,Euphoric,Daily,True,True,True,Severe,3,9-12h,,N/A
GD0558,26,Male,Professional,11,2.5,MOBA,dota 2,PC,0.43,Good,,4.0,13.5,1,8.8,7.6,Good,Always,False,False,False,0.5,Anxious,Daily,False,False,False,Low,0,0-3h,dota 2,570.0
GD0559,33,Male,Professional,19,5.2,MOBA,mobile legends,Console,102.88,Excellent,,10.0,9.2,2,8.2,5.3,Good,Rarely,True,False,True,0.7,Irritable,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0560,19,Male,Student,7,4.6,MOBA,mobile legends,Multi-platform,37.92,Average,1.85,9.0,11.2,1,5.5,5.4,Fair,Rarely,False,False,False,0.2,Restless,Never,False,False,False,Low,0,3-6h,,N/A
GD0561,18,Male,Student,4,4.0,MOBA,mobile legends,Multi-platform,26.29,Excellent,3.29,,13.2,3,8.7,5.8,Poor,Always,False,False,False,0.1,Normal,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0562,20,Female,Student,3,1.7,Mobile Games,clash of clans,Console,2.01,Excellent,3.88,7.0,10.4,1,7.6,8.7,Good,Rarely,False,False,False,0.1,Normal,Daily,False,False,False,Low,0,0-3h,,N/A
GD0563,16,Male,Student,1,7.6,FPS,valorant,Mobile,42.16,Poor,1.73,,4.1,3,6.9,3.3,Insomnia,Always,False,True,True,4.6,Withdrawn,Daily,True,False,False,Moderate,1,6-9h,valorant,682668.0
GD0563,16,Male,Student,1,7.6,FPS,valorant,Mobile,42.16,Poor,1.73,,4.1,3,6.9,3.3,Insomnia,Always,False,True,True,4.6,Withdrawn,Daily,True,False,False,Moderate,1,6-9h,valorant,682740.0
GD0564,22,Male,Student,8,4.5,MMO,final fantasy xiv online,Mobile,92.49,Below Average,1.54,10.0,11.8,2,7.1,6.9,Poor,Sometimes,True,False,True,2.7,Euphoric,Sometimes,False,False,False,Low,0,3-6h,final fantasy xiv online,39210.0
GD0565,23,Other,Professional,11,4.6,MMO,world of warcraft,Mobile,134.52,Below Average,,6.0,10.9,4,6.8,6.3,Fair,Often,False,False,False,0.8,Normal,Never,False,False,False,Low,0,3-6h,,N/A
GD0566,18,Male,Student,2,2.3,Strategy,sid meier's civilization vi,Console,35.89,Average,1.63,,13.1,1,9.8,7.3,Good,Sometimes,False,False,False,0.4,Normal,Rarely,False,False,False,Low,0,0-3h,sid meier's civilization vi,335483.0
GD0566,18,Male,Student,2,2.3,Strategy,sid meier's civilization vi,Console,35.89,Average,1.63,,13.1,1,9.8,7.3,Good,Sometimes,False,False,False,0.4,Normal,Rarely,False,False,False,Low,0,0-3h,sid meier's civilization vi,335482.0
GD0566,18,Male,Student,2,2.3,Strategy,sid meier's civilization vi,Console,35.89,Average,1.63,,13.1,1,9.8,7.3,Good,Sometimes,False,False,False,0.4,Normal,Rarely,False,False,False,Low,0,0-3h,sid meier's civilization vi,336792.0
GD0567,25,Female,Professional,6,5.3,MOBA,mobile legends,Mobile,123.9,Below Average,,3.0,6.3,2,8.8,6.0,Poor,Never,True,False,True,0.6,Depressed,Daily,False,False,False,Low,0,3-6h,,N/A
GD0568,20,Male,Student,3,8.0,MOBA,dota 2,Multi-platform,42.42,Below Average,2.75,6.0,6.2,5,4.7,5.8,Poor,Rarely,False,True,True,1.2,Euphoric,Often,True,True,True,Severe,3,6-9h,dota 2,570.0
GD0569,13,Male,Student,1,2.3,MOBA,league of legends,Mobile,13.49,Below Average,2.99,,10.7,1,10.6,8.2,Fair,Always,False,False,False,0.1,Normal,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0570,34,Male,Professional,17,3.9,MOBA,dota 2,PC,23.55,Excellent,,2.0,8.8,2,6.5,5.1,Fair,Sometimes,False,False,False,0.1,Irritable,Sometimes,False,False,False,Low,0,3-6h,dota 2,570.0
GD0571,28,Female,Professional,14,7.8,Battle Royale,warzone,Mobile,88.65,Poor,,1.0,2.7,6,4.0,4.7,Fair,Rarely,True,True,True,0.8,Anxious,Rarely,True,True,True,Severe,3,6-9h,warzone,712230.0
GD0571,28,Female,Professional,14,7.8,Battle Royale,warzone,Mobile,88.65,Poor,,1.0,2.7,6,4.0,4.7,Fair,Rarely,True,True,True,0.8,Anxious,Rarely,True,True,True,Severe,3,6-9h,warzone,2298160.0
GD0572,17,Male,Student,1,8.4,MMO,world of warcraft,Console,76.72,Average,3.69,,2.7,3,7.9,3.4,Poor,Always,False,False,False,2.7,Angry,Sometimes,True,False,True,High,2,6-9h,,N/A
GD0573,20,Male,Student,5,5.3,Strategy,sid meier's civilization vi,Multi-platform,140.81,Poor,2.34,6.0,8.7,4,8.5,5.5,Very Poor,Sometimes,True,False,True,1.3,Irritable,Sometimes,False,False,False,Low,0,3-6h,sid meier's civilization vi,335483.0
GD0573,20,Male,Student,5,5.3,Strategy,sid meier's civilization vi,Multi-platform,140.81,Poor,2.34,6.0,8.7,4,8.5,5.5,Very Poor,Sometimes,True,False,True,1.3,Irritable,Sometimes,False,False,False,Low,0,3-6h,sid meier's civilization vi,335482.0
GD0573,20,Male,Student,5,5.3,Strategy,sid meier's civilization vi,Multi-platform,140.81,Poor,2.34,6.0,8.7,4,8.5,5.5,Very Poor,Sometimes,True,False,True,1.3,Irritable,Sometimes,False,False,False,Low,0,3-6h,sid meier's civilization vi,336792.0
GD0574,23,Male,Professional,2,3.5,Battle Royale,warzone,Multi-platform,11.59,Below Average,,2.0,12.1,3,9.4,6.9,Very Poor,Often,False,False,False,0.4,Restless,Often,False,False,False,Low,0,3-6h,warzone,712230.0
GD0574,23,Male,Professional,2,3.5,Battle Royale,warzone,Multi-platform,11.59,Below Average,,2.0,12.1,3,9.4,6.9,Very Poor,Often,False,False,False,0.4,Restless,Often,False,False,False,Low,0,3-6h,warzone,2298160.0
GD0575,23,Male,Professional,6,4.3,RPG,elden ring,PC,6.68,Average,,1.0,12.6,1,6.4,5.5,Poor,Often,False,False,False,2.4,Depressed,Often,False,False,False,Low,0,3-6h,elden ring,1245620.0
GD0575,23,Male,Professional,6,4.3,RPG,elden ring,PC,6.68,Average,,1.0,12.6,1,6.4,5.5,Poor,Often,False,False,False,2.4,Depressed,Often,False,False,False,Low,0,3-6h,elden ring,489212.0
GD0576,21,Male,Student,4,6.5,RPG,skyrim,Mobile,132.29,Failing,1.76,7.0,5.4,4,6.2,5.7,Poor,Sometimes,True,True,True,1.0,Anxious,Sometimes,True,True,False,High,2,6-9h,skyrim,2435.0
GD0577,19,Female,Student,5,1.3,RPG,skyrim,Console,25.35,Excellent,3.45,10.0,11.5,1,11.3,9.0,Good,Never,False,False,False,0.1,Excited,Sometimes,False,False,False,Low,0,0-3h,skyrim,2435.0
GD0578,17,Female,Student,5,7.1,Battle Royale,warzone,PC,86.64,Below Average,3.36,,9.2,5,4.5,5.2,Very Poor,Sometimes,False,True,True,2.8,Irritable,Often,True,False,False,Moderate,1,6-9h,warzone,712230.0
GD0578,17,Female,Student,5,7.1,Battle Royale,warzone,PC,86.64,Below Average,3.36,,9.2,5,4.5,5.2,Very Poor,Sometimes,False,True,True,2.8,Irritable,Often,True,False,False,Moderate,1,6-9h,warzone,2298160.0
GD0579,21,Female,Student,3,2.7,Mobile Games,clash of clans,Console,34.35,Excellent,3.63,9.0,13.2,2,10.0,8.2,Good,Always,False,False,False,0.4,Normal,Often,False,False,False,Low,0,0-3h,,N/A
GD0580,21,Male,Student,8,5.9,Strategy,starcraft ii,Console,57.6,Poor,2.78,7.0,6.4,2,5.7,5.1,Poor,Sometimes,True,True,True,2.2,Normal,Never,False,False,False,Low,0,3-6h,,N/A
GD0581,18,Female,Student,4,6.4,Battle Royale,fortnite,Mobile,34.21,Below Average,1.23,,10.7,4,5.9,6.2,Very Poor,Often,True,True,True,0.9,Anxious,Daily,False,True,False,Moderate,1,6-9h,fortnite,18141.0
GD0581,18,Female,Student,4,6.4,Battle Royale,fortnite,Mobile,34.21,Below Average,1.23,,10.7,4,5.9,6.2,Very Poor,Often,True,True,True,0.9,Anxious,Daily,False,True,False,Moderate,1,6-9h,fortnite,417808.0
GD0581,18,Female,Student,4,6.4,Battle Royale,fortnite,Mobile,34.21,Below Average,1.23,,10.7,4,5.9,6.2,Very Poor,Often,True,True,True,0.9,Anxious,Daily,False,True,False,Moderate,1,6-9h,fortnite,18167.0
GD0581,18,Female,Student,4,6.4,Battle Royale,fortnite,Mobile,34.21,Below Average,1.23,,10.7,4,5.9,6.2,Very Poor,Often,True,True,True,0.9,Anxious,Daily,False,True,False,Moderate,1,6-9h,fortnite,18204.0
GD0582,17,Female,Student,5,8.3,FPS,call of duty,Console,40.05,Good,3.97,,6.7,6,4.0,3.7,Poor,Often,True,True,True,0.2,Angry,Rarely,True,True,True,Severe,3,6-9h,,N/A
GD0583,18,Male,Student,3,9.5,RPG,cyberpunk 2077,Console,327.63,Average,3.66,,3.8,4,7.0,4.6,Poor,Always,True,True,True,0.5,Anxious,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,1091500.0
GD0583,18,Male,Student,3,9.5,RPG,cyberpunk 2077,Console,327.63,Average,3.66,,3.8,4,7.0,4.6,Poor,Always,True,True,True,0.5,Anxious,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,487113.0
GD0583,18,Male,Student,3,9.5,RPG,cyberpunk 2077,Console,327.63,Average,3.66,,3.8,4,7.0,4.6,Poor,Always,True,True,True,0.5,Anxious,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,421702.0
GD0583,18,Male,Student,3,9.5,RPG,cyberpunk 2077,Console,327.63,Average,3.66,,3.8,4,7.0,4.6,Poor,Always,True,True,True,0.5,Anxious,Rarely,False,False,False,Moderate,0,9-12h,cyberpunk 2077,421362.0
GD0584,17,Female,Student,4,7.8,RPG,skyrim,Mobile,80.16,Average,2.75,,5.7,4,5.5,5.7,Poor,Never,True,False,True,2.2,Angry,Rarely,True,True,False,High,2,6-9h,skyrim,2435.0
GD0585,21,Male,Student,7,8.3,MMO,elder scrolls online,PC,76.85,Poor,1.36,4.0,4.9,5,7.9,3.8,Fair,Often,False,False,False,2.8,Angry,Never,True,True,True,Severe,3,6-9h,,N/A
GD0586,16,Male,Student,6,1.0,RPG,skyrim,Multi-platform,4.9,Excellent,2.61,,13.7,1,7.6,7.4,Good,Often,False,False,False,0.2,Excited,Rarely,False,False,False,Low,0,0-3h,skyrim,2435.0
GD0587,19,Female,Student,9,8.4,RPG,skyrim,PC,94.45,Poor,1.69,7.0,2.6,6,5.4,3.8,Poor,Sometimes,True,True,True,1.9,Restless,Often,False,True,False,Moderate,1,6-9h,skyrim,2435.0
GD0588,16,Male,Student,2,6.9,MMO,elder scrolls online,Multi-platform,11.92,Below Average,2.13,,8.4,4,8.2,4.7,Poor,Always,False,True,True,0.2,Angry,Daily,False,False,False,Low,0,6-9h,,N/A
GD0589,24,Female,Professional,14,8.4,Battle Royale,fortnite,Console,144.35,Poor,,4.0,4.5,5,5.5,5.2,Very Poor,Rarely,False,True,True,0.7,Irritable,Rarely,True,True,False,High,2,6-9h,fortnite,18141.0
GD0589,24,Female,Professional,14,8.4,Battle Royale,fortnite,Console,144.35,Poor,,4.0,4.5,5,5.5,5.2,Very Poor,Rarely,False,True,True,0.7,Irritable,Rarely,True,True,False,High,2,6-9h,fortnite,417808.0
GD0589,24,Female,Professional,14,8.4,Battle Royale,fortnite,Console,144.35,Poor,,4.0,4.5,5,5.5,5.2,Very Poor,Rarely,False,True,True,0.7,Irritable,Rarely,True,True,False,High,2,6-9h,fortnite,18167.0
GD0589,24,Female,Professional,14,8.4,Battle Royale,fortnite,Console,144.35,Poor,,4.0,4.5,5,5.5,5.2,Very Poor,Rarely,False,True,True,0.7,Irritable,Rarely,True,True,False,High,2,6-9h,fortnite,18204.0
GD0590,22,Male,Student,11,1.7,MMO,elder scrolls online,Mobile,42.67,Average,1.77,7.0,11.1,1,7.6,7.1,Good,Sometimes,False,False,False,0.1,Normal,Rarely,False,False,False,Low,0,0-3h,,N/A
GD0591,18,Female,Student,3,6.3,MMO,world of warcraft,PC,29.37,Good,1.96,,7.4,3,6.5,5.2,Fair,Rarely,True,True,True,1.8,Excited,Daily,False,True,False,Moderate,1,3-6h,,N/A
GD0592,20,Male,Student,4,5.8,RPG,elden ring,Multi-platform,125.21,Below Average,1.5,3.0,8.3,4,5.1,5.4,Good,Never,True,False,True,0.2,Euphoric,Sometimes,False,False,False,Low,0,3-6h,elden ring,1245620.0
GD0592,20,Male,Student,4,5.8,RPG,elden ring,Multi-platform,125.21,Below Average,1.5,3.0,8.3,4,5.1,5.4,Good,Never,True,False,True,0.2,Euphoric,Sometimes,False,False,False,Low,0,3-6h,elden ring,489212.0
GD0593,17,Female,Student,2,1.5,MMO,elder scrolls online,PC,4.91,Good,3.35,,12.2,1,8.0,9.0,Good,Always,False,False,False,0.3,Restless,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0594,21,Male,Student,1,8.6,Strategy,starcraft ii,PC,314.32,Below Average,2.71,3.0,1.6,5,6.0,5.0,Fair,Sometimes,True,True,True,4.0,Anxious,Daily,True,False,True,Severe,2,6-9h,,N/A
GD0595,21,Female,Student,2,6.5,MMO,world of warcraft,Multi-platform,119.21,Below Average,1.4,9.0,9.9,3,5.9,6.9,Fair,Never,True,True,True,1.3,Irritable,Often,False,True,False,Moderate,1,6-9h,,N/A
GD0596,27,Female,Professional,15,3.9,MOBA,mobile legends,Multi-platform,37.27,Below Average,,2.0,10.7,2,8.8,5.6,Fair,Rarely,False,False,False,1.1,Anxious,Never,False,False,False,Low,0,3-6h,,N/A
GD0597,22,Male,Student,3,6.0,Mobile Games,candy crush,PC,114.69,Average,3.21,7.0,8.0,4,8.3,7.0,Fair,Never,True,False,True,3.1,Depressed,Daily,False,True,False,Moderate,1,3-6h,,N/A
GD0598,16,Female,Student,6,9.3,Strategy,sid meier's civilization vi,Multi-platform,69.4,Below Average,3.22,,6.7,5,6.9,4.7,Poor,Often,True,False,True,3.0,Normal,Daily,False,True,True,Severe,2,9-12h,sid meier's civilization vi,335483.0
GD0598,16,Female,Student,6,9.3,Strategy,sid meier's civilization vi,Multi-platform,69.4,Below Average,3.22,,6.7,5,6.9,4.7,Poor,Often,True,False,True,3.0,Normal,Daily,False,True,True,Severe,2,9-12h,sid meier's civilization vi,335482.0
GD0598,16,Female,Student,6,9.3,Strategy,sid meier's civilization vi,Multi-platform,69.4,Below Average,3.22,,6.7,5,6.9,4.7,Poor,Often,True,False,True,3.0,Normal,Daily,False,True,True,Severe,2,9-12h,sid meier's civilization vi,336792.0
GD0599,19,Male,Student,4,7.5,RPG,cyberpunk 2077,Console,128.77,Failing,1.89,1.0,6.0,7,6.9,3.2,Poor,Sometimes,True,True,True,0.9,Depressed,Rarely,True,True,True,Severe,3,6-9h,cyberpunk 2077,1091500.0
GD0599,19,Male,Student,4,7.5,RPG,cyberpunk 2077,Console,128.77,Failing,1.89,1.0,6.0,7,6.9,3.2,Poor,Sometimes,True,True,True,0.9,Depressed,Rarely,True,True,True,Severe,3,6-9h,cyberpunk 2077,487113.0
GD0599,19,Male,Student,4,7.5,RPG,cyberpunk 2077,Console,128.77,Failing,1.89,1.0,6.0,7,6.9,3.2,Poor,Sometimes,True,True,True,0.9,Depressed,Rarely,True,True,True,Severe,3,6-9h,cyberpunk 2077,421702.0
GD0599,19,Male,Student,4,7.5,RPG,cyberpunk 2077,Console,128.77,Failing,1.89,1.0,6.0,7,6.9,3.2,Poor,Sometimes,True,True,True,0.9,Depressed,Rarely,True,True,True,Severe,3,6-9h,cyberpunk 2077,421362.0
GD0600,21,Female,Student,7,5.8,Battle Royale,fortnite,Mobile,88.08,Average,3.36,3.0,7.4,4,6.9,5.3,Fair,Often,False,True,True,0.8,Euphoric,Never,False,False,False,Low,0,3-6h,fortnite,18141.0
GD0600,21,Female,Student,7,5.8,Battle Royale,fortnite,Mobile,88.08,Average,3.36,3.0,7.4,4,6.9,5.3,Fair,Often,False,True,True,0.8,Euphoric,Never,False,False,False,Low,0,3-6h,fortnite,417808.0
