game_id,gaming_platform,title,genres
1451920,Pc,逃离地球,"['Casual', 'Indie', 'Strategy']"
1451940,Pc,NEEDY STREAMER OVERLOAD,"['Adventure', 'Indie']"
1451950,Pc,Street Outlaws 2: Winner Takes All,['Racing']
1451970,Pc,SATORI,"['Action', 'Adventure', 'Casual', 'Indie']"
1452000,Pc,"It's Six Random Characters and a Single Floor Dungeon, That's the Whole Game","['Indie', 'RPG']"
1452020,Pc,Yuri Dating Agency,"['Adventure', 'Casual', 'Indie', 'Simulation']"
1451200,Pc,召唤与合体,"['Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
1451230,Pc,Blood of Titans,"['Adventure', 'Free To Play', 'Massively Multiplayer', 'Strategy']"
1451300,Pc,GridMath,"['Casual', 'Indie']"
1451360,Pc,despatch: Entity Astray,"['Adventure', 'Casual', 'Indie']"
1451410,Pc,Watch Your Ride - Bicycle Game,"['Casual', 'Simulation', 'Sports']"
1451420,Pc,Construction Playground,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
1451430,Pc,SURVIVAL SISTERS：2048＋1,"['Casual', 'Indie']"
1451440,Pc,Void Encounter,"['Action', 'Early Access']"
1451470,Pc,El Dorado: The Golden City Builder,"['Indie', 'Simulation', 'Strategy']"
1451480,Pc,The Greatest Penguin Heist of All Time,"['Action', 'Adventure', 'Indie', 'Early Access']"
1451490,Pc,Guns And Waifus,"['Adventure', 'Casual', 'Indie']"
1451540,Pc,Blade Flash Death,"['Casual', 'Indie', 'Strategy']"
1451560,Pc,BasCatball Mars: Basketball & Cat,"['Casual', 'Sports']"
1451570,Pc,Cosmic Magus,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
1451580,Pc,Hypercide,"['Casual', 'Indie', 'Strategy']"
1450730,Pc,Kuro Neko,"['Action', 'Adventure', 'Indie']"
1450750,Pc,Deva｜The Haunted Game,"['Action', 'Indie']"
1450760,Pc,Girls on puzzle,"['Casual', 'Indie']"
1450780,Pc,Gael's Quest,"['Indie', 'RPG']"
1450790,Pc,Crazy Wheels,"['Indie', 'Racing']"
1450800,Pc,Lilith Odyssey,['Adventure']
1450830,Pc,At Dead Of Night,"['Action', 'Indie', 'RPG', 'Strategy']"
1450860,Pc,Typing Fingers,['Education']
1450880,Pc,Wound of the West,"['Indie', 'Strategy', 'Early Access']"
1450900,Pc,Desynced: Autonomous Colony Simulator,"['Simulation', 'Strategy', 'Early Access']"
1451010,Pc,Pop Bowling VR,['Sports']
1451030,Pc,Star Hunter DX,"['Action', 'Indie']"
1451080,Pc,DUNGEON ENCOUNTERS,['RPG']
1451090,Pc,Tactics Ogre: Reborn,"['RPG', 'Simulation']"
1451110,Pc,Lawyer Guy: Defender of Justice,"['Action', 'Free To Play', 'Indie', 'Early Access']"
1451120,Pc,Sunlight,"['Adventure', 'Indie']"
1451150,Pc,Gestaltor,['Design & Illustration']
1451160,Pc,Bakumatsu Renka SHINSENGUMI,['Adventure']
1450330,Pc,Concordia: Digital Edition,"['Casual', 'Indie', 'Strategy']"
1450410,Pc,Scrap Games,"['Action', 'Casual', 'Indie', 'RPG']"
1450530,Pc,Allotropy,['Action']
1450620,Pc,Alien Duel Elements,"['Action', 'Indie']"
1450640,Pc,Plague Doctor: Contagion 430 BCE–2020 AD,"['Adventure', 'Casual', 'Indie']"
1450650,Pc,Osteoblasts,"['Indie', 'RPG']"
1450660,Pc,Brick Breaker Premium 2,"['Action', 'Casual']"
1450720,Pc,Street Massacre,"['Action', 'Adventure']"
1449920,Pc,GRUNND,"['Adventure', 'Indie']"
1449940,Pc,Diamond Hunter,"['Action', 'Adventure', 'RPG']"
1449960,Pc,Crazy Rabbit AntiLogic,"['Adventure', 'Casual', 'Indie']"
1450000,Pc,Safe Squares,['Strategy']
1450020,Pc,Ellie's Travel Diary,"['Adventure', 'Casual', 'Early Access']"
1450050,Pc,Rescue Team: Planet Savers,"['Adventure', 'Casual', 'Indie', 'Strategy']"
1450060,Pc,Down and Out,"['Action', 'Adventure', 'Indie', 'Simulation']"
1450070,Pc,Dark Blocks,"['Casual', 'Indie']"
1450080,Pc,The Legend of Heroes: Sen no Kiseki III,['RPG']
1450090,Pc,The Legend of Heroes: Sen no Kiseki II KAI -The Erebonian Civil War-,"['Action', 'Adventure', 'Casual', 'RPG']"
1450100,Pc,LUNA,"['Adventure', 'Casual', 'Indie', 'RPG']"
1450120,Pc,The Legend of Heroes: Sen no Kiseki I KAI -Thors Military Academy 1204-,['RPG']
1450150,Pc,Durka Simulator,"['Indie', 'Simulation', 'Free To Play']"
1450160,Pc,Vladiators,"['Action', 'Casual', 'Indie', 'Early Access']"
1450170,Pc,My Ten-day Girlfriend,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']"
1450180,Pc,Haunt Chaser,"['Action', 'Adventure', 'Indie']"
1450190,Pc,SUPER WHIPLASH,"['Action', 'Casual', 'Indie', 'Racing']"
1450200,Pc,Space Squadron,"['Action', 'Indie', 'Sports', 'Strategy']"
1450210,Pc,The Game of Squids: Ultimate Parody Game,"['Action', 'Adventure', 'Casual']"
1450240,Pc,Summoner Apprentice,"['Adventure', 'Indie', 'Strategy']"
1450250,Pc,Distant Bloom,"['Adventure', 'Casual', 'Indie']"
1450270,Pc,Kill Fish,"['Action', 'Adventure', 'Indie']"
2300970,Pc,Animeahikoaprinceaverse A3-Aver.Aza14112024Aza: A Micro Prince Adihiko Azuka Anipponhiko & A Micro Princess A,"['Adventure', 'RPG']"
2301000,Pc,Where Is Sarah?,"['Adventure', 'Indie']"
908060,Pc,Talisman: Digital 5th Edition,"['Indie', 'Strategy']"
1450280,Pc,Chill Z,"['Casual', 'Indie']"
1450290,Pc,Metal Tales: Overkill,"['Action', 'Indie']"
1450300,Pc,Battleships: Command of the Sea,['Strategy']
1450310,Pc,Hidden Shapes Animals - Jigsaw Puzzle Game,"['Casual', 'Indie']"
1449400,Pc,The Games: Winter Edition,"['Racing', 'Simulation', 'Sports']"
1449420,Pc,Hentai Dates,['Casual']
1449430,Pc,Jendo: Origins,"['Casual', 'Free To Play', 'Indie']"
1449470,Pc,Bubble Gun 3D,"['Action', 'Casual', 'Indie']"
1449480,Pc,Impossible Mission Revisited,"['Action', 'Adventure', 'Strategy']"
1449500,Pc,Bassmaster® Fishing,"['Simulation', 'Sports']"
1449510,Pc,Henchman Story,"['Adventure', 'Indie']"
1449550,Pc,Chinese Empire,"['Casual', 'Simulation', 'Strategy']"
1449560,Pc,Metro Exodus,['Action']
1449570,Pc,The Godkiller - Chapter 1,"['Adventure', 'Indie']"
1449580,Pc,The Gurion Mountains,"['Adventure', 'Casual', 'Indie', 'RPG']"
1449630,Pc,Crash Dive 2,"['Action', 'Indie', 'Simulation']"
1449640,Pc,Revenge on the Streets 2,"['Action', 'Indie']"
1449650,Pc,Casual Challenge Players Club- Anime Bilhar game,"['Casual', 'Indie', 'Sports', 'Strategy']"
1449660,Pc,Bric à Brac,"['Casual', 'Indie']"
1449670,Pc,Relics of the Lost Age,"['Action', 'Casual', 'Indie', 'RPG']"
1449690,Pc,The Walking Dead: The Telltale Definitive Series,['Adventure']
1449750,Pc,Space Commander: War and Trade,"['Action', 'Free To Play', 'Indie', 'RPG']"
1449760,Pc,Project Summit,"['Casual', 'Indie', 'Early Access']"
1449780,Pc,Cyberwar: Neon City,"['Action', 'Adventure', 'Indie', 'Early Access']"
1448970,Pc,CIPHER 61,"['Action', 'Indie']"
1448990,Pc,Spearmint Goose,"['Adventure', 'Casual', 'Indie']"
1449000,Pc,CALL OF LDPR,"['Action', 'Adventure']"
1449010,Pc,EXOTIUM - Episode 9,"['Casual', 'Indie']"
1449020,Pc,EXOTIUM - Episode 10,"['Casual', 'Indie']"
1449040,Pc,EXOTIUM - Episode 11,"['Casual', 'Indie']"
1449060,Pc,RUNDOM,"['Action', 'Indie', 'Racing', 'Sports', 'Early Access']"
1449070,Pc,Journey to the West,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Free To Play']"
1449100,Pc,Kore,"['Adventure', 'Free To Play', 'Indie']"
1449140,Pc,Foglight,"['Action', 'Indie']"
1449180,Pc,Traxion,"['Action', 'Adventure', 'Casual', 'Indie']"
1449200,Pc,AI: THE SOMNIUM FILES - nirvanA Initiative,['Adventure']
1449230,Pc,Glitchhikers: The Spaces Between,"['Adventure', 'Casual', 'Indie']"
1449250,Pc,狂潮-Staggering Through The Dark,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
1449280,Pc,Ghostbusters: The Video Game Remastered,['Action']
1449320,Pc,Alfred Hitchcock - Vertigo,['Adventure']
1449330,Pc,DRINK BAR MAID -REGRESSION-,"['Casual', 'RPG', 'Strategy']"
1449370,Pc,The Benza RPG,"['Adventure', 'Free To Play', 'RPG']"
1449380,Pc,Colored Shapes,"['Action', 'Adventure', 'Casual', 'Indie']"
1448520,Pc,Magicians' Legacy: Prologue,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Free To Play']"
1448530,Pc,Soccer Manager 2021,"['Sports', 'Free To Play']"
1448600,Pc,Sheepy,"['Casual', 'Free To Play', 'Indie']"
1448610,Pc,NIRO,"['Action', 'Indie']"
1448630,Pc,Neighbor Watching,"['Adventure', 'Simulation']"
1448640,Pc,Busty Maid Creampie Heaven!,"['Adventure', 'Simulation']"
1448650,Pc,Close Contact,"['Action', 'Adventure', 'Indie']"
1448740,Pc,Jumpy Paws - World Adventures,"['Adventure', 'Casual', 'Indie']"
1448750,Pc,Hentai Beach,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1448760,Pc,The Plane Effect,"['Adventure', 'Casual', 'Indie']"
1448780,Pc,Jewel Match Origins - Palais Imperial Collector's Edition,"['Casual', 'Indie']"
1448800,Pc,BioCrisis,"['Action', 'Indie']"
1448840,Pc,Very Very Valet,"['Action', 'Casual', 'Indie']"
1448880,Pc,Unity Invaders,"['Action', 'Casual', 'Indie', 'Free To Play']"
1448940,Pc,Warlock Bentspine - Toilet Edition,"['Action', 'Free To Play', 'Indie']"
1448950,Pc,Glitch Assassin,"['Action', 'Indie']"
1448030,Pc,Press Any Button,"['Casual', 'Indie']"
1448070,Pc,KosmoSquad,"['Action', 'Indie']"
1448090,Pc,Retention: A Love Story,"['Casual', 'Indie']"
1448110,Pc,EXOTIUM - Episode 3,['Indie']
1448120,Pc,EXOTIUM - Episode 4,"['Casual', 'Indie']"
1448130,Pc,EXOTIUM - Episode 5,['Indie']
1448140,Pc,Beat Bolt City,"['Action', 'Indie', 'Racing', 'Early Access']"
1448150,Pc,EXOTIUM - Episode 6,['Indie']
1448160,Pc,EXOTIUM - Episode 7,['Indie']
1448170,Pc,EXOTIUM - Episode 8,"['Casual', 'Indie']"
1448200,Pc,Laser Skirmish,['Simulation']
1448220,Pc,KONSAIRI,"['Action', 'Adventure']"
1448230,Pc,Avalom: Ancestral Heroes,"['Adventure', 'RPG']"
1448260,Pc,下一站江湖Ⅰ,"['Indie', 'RPG', 'Strategy']"
1448290,Pc,Roce's Journey,"['Casual', 'Free To Play', 'Indie', 'Strategy']"
1448300,Pc,Nuri VR - Coding,['Simulation']
1448310,Pc,_keyboardkommander,"['Action', 'Indie', 'RPG', 'Strategy', 'Free To Play']"
1448320,Pc,Boat Warfare,"['Action', 'Adventure', 'Indie']"
1448330,Pc,ELIOS VR,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
1448350,Pc,QUANTAAR,"['Action', 'Casual', 'Free To Play', 'Indie']"
1448400,Pc,蓝实战队,"['Adventure', 'Massively Multiplayer', 'Racing', 'Strategy', 'Early Access']"
1448440,Pc,Wo Long: Fallen Dynasty,"['Action', 'Adventure', 'RPG']"
1448450,Pc,Super Power: Rising of A.I.,['Action']
1447540,Pc,Enypnion,"['Adventure', 'Casual', 'Indie']"
1447570,Pc,Monkey King vs Transformers,"['Action', 'Casual', 'Indie']"
1447580,Pc,ココロクローバー パート2/Kokoro Clover Part2,"['Action', 'Adventure', 'Casual', 'Indie']"
1447590,Pc,Rogue Cards,"['Action', 'Casual', 'RPG', 'Strategy']"
1447600,Pc,Pandemos,"['Action', 'Casual', 'Indie']"
1447640,Pc,Deadly Cosmic,"['Action', 'Adventure', 'Indie']"
1447700,Pc,ZpellCatz,"['Adventure', 'Indie', 'RPG']"
1447710,Pc,Death By FrostByte,"['Casual', 'Indie', 'Strategy', 'Early Access']"
1447730,Pc,Town Fall Zombie,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']"
1447800,Pc,Christmas Rampage,"['Action', 'Indie']"
1447830,Pc,battleMETAL,"['Action', 'Indie', 'Simulation']"
1447870,Pc,鬼王~Oni,"['Action', 'Adventure', 'Indie', 'Early Access']"
1447900,Pc,Gold Dust,"['Action', 'Adventure']"
1447920,Pc,Video World,['Indie']
1447970,Pc,Spacebug,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
1448000,Pc,迷离诡夜 blurred weird night,"['Action', 'Adventure', 'Indie', 'Simulation']"
1447020,Pc,Vortex Escape,"['Action', 'Indie']"
1447050,Pc,Enoki,"['Action', 'Adventure', 'Casual', 'Indie']"
1447060,Pc,Jad,"['Action', 'Adventure']"
1447070,Pc,Spinning_Kid_2,"['Action', 'Adventure', 'Indie']"
1447080,Pc,SMFly: Ice Age,"['Action', 'Adventure', 'Casual', 'Indie']"
1447090,Pc,Tarek,"['Action', 'Adventure', 'Casual', 'Indie']"
1447140,Pc,Lost & Round,"['Adventure', 'Indie', 'Early Access']"
1447160,Pc,Difficult Platformer Game,['Indie']
1447190,Pc,Vladimir 2021,"['RPG', 'Simulation']"
1447210,Pc,Obey The Law,"['Action', 'Early Access']"
1447260,Pc,Mystical Echoes,"['Indie', 'RPG', 'Strategy']"
1447290,Pc,Tactical Operations Force,['Action']
1447300,Pc,AnarchyField: Infinite Euphoric Level Destruction,"['Action', 'Indie', 'Early Access']"
1447310,Pc,Invisible Cock: They never saw it cumming!,['Casual']
1447350,Pc,Arcus Chroma: Classic,"['Action', 'Casual', 'Indie', 'Early Access']"
1447400,Pc,Samurai Slaughter House,"['Action', 'Adventure', 'RPG', 'Early Access']"
1447410,Pc,Mandew vs the Colorless Curse,"['Action', 'Adventure', 'Indie']"
1447430,Pc,小黑盒加速器,"['Software Training', 'Web Publishing', 'Game Development']"
1447470,Pc,全战天下,"['Adventure', 'Free To Play', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
1447490,Pc,Hentai Chicks 2,"['Casual', 'Indie']"
1446540,Pc,Fillit,"['Action', 'Casual', 'Indie']"
1446560,Pc,Grub Gauntlet,"['Casual', 'Indie']"
1446640,Pc,Rifle Dodger,"['Indie', 'Early Access']"
1446650,Pc,BRAVELY DEFAULT II,"['Adventure', 'RPG']"
1446670,Pc,Tin Tandem,"['Action', 'Casual', 'Indie']"
1446690,Pc,Super Ultimatum Quiz,"['Casual', 'Indie']"
1446720,Pc,Is It Wrong to Try to Shoot 'em Up Girls in a Dungeon?,"['Action', 'Free To Play']"
1446750,Pc,Healing Animal,"['Adventure', 'Indie', 'Simulation']"
1446780,Pc,MONSTER HUNTER RISE,['Action']
1446830,Pc,Gallic Wars: Violens Annalis,"['Indie', 'Simulation', 'Strategy']"
1446840,Pc,Broken Memories,"['Action', 'Adventure', 'Indie']"
1446850,Pc,Hentai Furry 2,"['Casual', 'Indie']"
1446880,Pc,Space Revenge,['Action']
1446930,Pc,Merge & Blade,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1446950,Pc,Frontline Grunt,['Action']
1446980,Pc,Quick Square,"['Action', 'Adventure', 'Casual', 'Indie']"
1447000,Pc,MotoGP™21,"['Racing', 'Simulation', 'Sports']"
1446050,Pc,Revel,"['Casual', 'Indie']"
1446090,Pc,PAGO FOREST: DRAGON'S REVENGE,['Indie']
1446100,Pc,Pole of Cold,['Indie']
1446160,Pc,Toy Soldiers: HD,"['Action', 'Simulation', 'Strategy']"
1446180,Pc,Leak Elite,"['Indie', 'Strategy']"
1446200,Pc,CYBLOC,"['Casual', 'Indie']"
1446230,Pc,Chasing Tail,"['Casual', 'Free To Play']"
1446280,Pc,Alice in Wonderland - a jigsaw puzzle tale,['Casual']
1446320,Pc,Harvest Island: Beginnings,"['Adventure', 'Casual', 'Free To Play', 'Indie', 'Simulation']"
1446330,Pc,100 hidden snails,"['Casual', 'Indie']"
1446350,Pc,You Will Die Here Tonight,"['Action', 'Adventure', 'Indie', 'RPG']"
1446370,Pc,Super Marxist Twins,"['Action', 'Indie']"
1446410,Pc,Slime with a Sword,['Casual']
1446420,Pc,Otherside,"['Adventure', 'Casual', 'Indie', 'Simulation']"
1446450,Pc,Pretty Girls Klondike Solitaire,['Casual']
1446470,Pc,Dome Discover,['RPG']
1446480,Pc,Atelier Tia,"['Action', 'Adventure']"
1446510,Pc,Hyforge,"['RPG', 'Early Access']"
1446530,Pc,Girauden Strike Force,['Action']
1445540,Pc,The Chronicles of Moses and the Exodus,['Casual']
1445580,Pc,Good puzzle: Music,"['Casual', 'Indie']"
1445650,Pc,Vylan,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
1445670,Pc,依澪 Zero Plan,"['Adventure', 'Early Access']"
1445700,Pc,The Edgar Mitchell Overview Effect VR Experience,['Education']
1445720,Pc,Life of Fly,"['Casual', 'Indie', 'Simulation']"
1445790,Pc,Make Way,"['Action', 'Casual', 'Indie', 'Racing']"
1445810,Pc,Draft Day Sports: Pro Basketball 2021,"['Indie', 'Simulation', 'Sports', 'Strategy']"
1445860,Pc,Fabulous place,"['Adventure', 'Indie']"
1445870,Pc,Terra Bomber,"['Casual', 'Indie']"
1445890,Pc,Lithoi - Trials of Memory,"['Casual', 'Indie']"
1445980,Pc,Tiny Traffic,"['Casual', 'Indie']"
1446000,Pc,Fishy 3D,"['Action', 'Adventure', 'Indie']"
1445090,Pc,ERO Shooter,"['Action', 'Casual', 'Indie']"
1445110,Pc,The Legend of Arcadieu 2,"['Casual', 'Indie', 'Simulation']"
1445120,Pc,Fast Typing Master,"['Casual', 'Indie', 'Strategy']"
1445240,Pc,Tempo,"['Action', 'Casual', 'Free To Play', 'Indie', 'Racing']"
1445250,Pc,lab Escape,['Action']
1445260,Pc,Hoards of Glory,"['Casual', 'Strategy']"
1445310,Pc,JWildfire,"['Animation & Modeling', 'Education', 'Photo Editing', 'Utilities', 'Game Development']"
1445360,Pc,MUZEGATE,"['Casual', 'Indie', 'Simulation']"
1445400,Pc,Eternal Dungeon,"['Action', 'Adventure', 'Casual']"
1445430,Pc,Ruinverse,"['Adventure', 'Casual', 'RPG', 'Strategy']"
1445440,Pc,Blacksmith of the Sand Kingdom,"['Adventure', 'RPG', 'Simulation', 'Strategy']"
1445500,Pc,CITY - 909,"['Adventure', 'Indie']"
1687670,Pc,LAST CLOUDIA,"['Action', 'Adventure', 'RPG', 'Free To Play']"
1684170,Pc,Fetish Locator Week Two,"['Adventure', 'Casual', 'Indie']"
1684210,Pc,Horror Villa 恐怖撤锁,"['Indie', 'Racing']"
1683730,Pc,Welcome to PINEHILLS,"['Adventure', 'Indie', 'Simulation']"
1683820,Pc,Board Game Engine,"['Casual', 'Indie', 'Simulation', 'Early Access']"
1683840,Pc,Insula: Bounty Royale Playtest,
1683860,Pc,Eronoctosis: Put Yourself Together,"['Action', 'Adventure', 'Indie', 'Free To Play']"
1683870,Pc,Crystalreach Islands,"['Action', 'Adventure', 'RPG']"
1683890,Pc,RETROLD,"['Action', 'Casual', 'Indie']"
1683900,Pc,Hunter Girls,"['Action', 'Adventure', 'Casual', 'Indie']"
1683910,Pc,Cyber Defense,"['Indie', 'Strategy']"
1683950,Pc,The Witch's Sexual Prison,"['Casual', 'RPG']"
1683960,Pc,Glisten to your heart: The courage within you,"['Adventure', 'Casual', 'Indie', 'RPG']"
1684080,Pc,Toroom,"['Action', 'Adventure']"
1684100,Pc,Halluci-Sabbat of Koishi,"['Action', 'Adventure', 'Indie', 'RPG']"
1684110,Pc,Field of Arms: Tactics,"['Strategy', 'Early Access']"
1683240,Pc,Misha Adventures,"['Adventure', 'Indie']"
1683300,Pc,CubePuzzle,"['Casual', 'Indie', 'Simulation']"
1683310,Pc,Heartbeat: Regret,"['Action', 'Adventure', 'Indie']"
1683320,Pc,Power & Revolution 2021 Edition,"['Simulation', 'Strategy']"
1683340,Pc,Kayak VR: Mirage,"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']"
1683350,Pc,Pixel Ramen - Easy Pixel Art and Pixel GIF Creator,"['Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']"
1683360,Pc,Kayak VR Playtest,
1683370,Pc,Blocky Dungeon,"['Adventure', 'Indie', 'RPG']"
1683400,Pc,The Chronicles: Wasteland Assault,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Free To Play']"
1683410,Pc,Hentai Jigsaw Girls,"['Casual', 'Indie']"
1683420,Pc,Strategic Mind: Spirit of Liberty - Prologue 1939,"['Simulation', 'Strategy', 'Free To Play']"
1683430,Pc,Ghost Marriage Matchmaking,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1683510,Pc,Runes of Avalon 2,['Casual']
1683560,Pc,Ravager,"['RPG', 'Early Access']"
1683580,Pc,SPACE DANCE,"['Action', 'Adventure', 'Indie']"
1683590,Pc,Hustle Game,"['Adventure', 'Indie', 'Simulation']"
1683610,Pc,Profectus,"['Adventure', 'Indie', 'Simulation', 'Early Access']"
1683620,Pc,Plan B from Outer Space: A Bavarian Odyssey,"['Adventure', 'Casual', 'Indie']"
1683630,Pc,Oval Racer Series - Sandbox,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
1683670,Pc,Robot Labs Remake,"['Action', 'Adventure', 'Indie']"
1683680,Pc,Longphort,"['Simulation', 'Strategy']"
1683690,Pc,Skiing VR,"['Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Sports']"
1683710,Pc,Get Your Sheep Together,"['Adventure', 'Casual', 'Indie']"
1683720,Pc,Hungry Fish,"['Casual', 'Indie', 'Simulation']"
1682820,Pc,Sheba: A New Dawn,"['Action', 'Adventure', 'Indie']"
1682840,Pc,Evorales,"['Action', 'Indie']"
1682870,Pc,Fish Heads,"['Action', 'Casual', 'Indie']"
1682920,Pc,Song of Life,"['Adventure', 'Indie']"
1682930,Pc,Wardens Rising Playtest,
1682950,Pc,Dream Mirror,"['Action', 'Adventure', 'Casual', 'Simulation']"
1682980,Pc,Azurael’s Circle: Chapter 5,"['Adventure', 'Indie', 'RPG']"
1682990,Pc,Piffsy,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Free To Play']"
1683000,Pc,Geometric Sniper - Z,"['Action', 'Casual', 'Indie']"
1683010,Pc,Cat from the box,"['Adventure', 'Casual']"
1683020,Pc,Haunted Hotel: The X Collector's Edition,"['Adventure', 'Casual']"
1683050,Pc,Xenomare,"['Action', 'Adventure', 'Indie', 'Early Access']"
1683070,Pc,3 O'clock Horror,"['Adventure', 'Casual', 'Free To Play', 'Indie']"
1683100,Pc,Ultra Age,"['Action', 'Adventure', 'Indie']"
1683140,Pc,Anima Forest,"['Indie', 'Early Access']"
1683200,Pc,Dark Witch Music Episode: Rudymical,"['Action', 'Casual', 'Indie']"
1682310,Pc,Destroyer: The U-Boat Hunter Playtest,
1682320,Pc,Barn Finders VR,"['Casual', 'Indie', 'Simulation']"
1682330,Pc,The Dead Await: Prologue,"['Indie', 'RPG']"
1682340,Pc,Plane Accident,"['Indie', 'Simulation', 'Early Access']"
1682380,Pc,Survive The Hill,"['Action', 'Adventure', 'Casual', 'Indie']"
1682400,Pc,The Strange Story Of Brian Fisher: Chapter 2,['Adventure']
1682410,Pc,寂寞神明的心愿手记,"['Adventure', 'Indie', 'RPG']"
1682420,Pc,Creeping Darkness,"['Action', 'Indie']"
1682450,Pc,Mimir's Recruit,['Casual']
1682490,Pc,Slender Threads: Prologue,"['Adventure', 'Indie', 'Free To Play']"
1682520,Pc,Art of Fury: Virtual Gallery,['Casual']
1682530,Pc,Exotic,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
1682550,Pc,Lost and found - What if I come and find it,"['Adventure', 'Indie', 'Simulation', 'Early Access']"
1682580,Pc,Smithy Wars,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
1682600,Pc,Rolling Car,"['Indie', 'Racing', 'Simulation']"
1682610,Pc,Tank Zombie Smasher,"['Indie', 'Simulation', 'Sports']"
1682620,Pc,Ascent,"['Adventure', 'Indie']"
1682750,Pc,RoguekiniZ,"['Action', 'Indie', 'RPG']"
1682790,Pc,BlastFort,"['Action', 'Casual', 'Indie', 'Free To Play']"
1681810,Pc,Umbra: Journey Home,"['Adventure', 'Indie']"
1681870,Pc,Cobra Kai 2: Dojos Rising,['Action']
1681880,Pc,NHRA Championship Drag Racing: Speed For All,['Racing']
1681890,Pc,Little League World Series Baseball 2022,['Sports']
1681900,Pc,The Long Journey to Farewell,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']"
1681920,Pc,Medieval Arms,"['Action', 'Indie', 'RPG']"
1681970,Pc,神都不良探 Underdog Detective,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1681990,Pc,Ninja Usagimaru: Two Tails of Adventure,"['Action', 'Casual']"
1682030,Pc,Dire Vengeance,"['Action', 'Adventure', 'Indie']"
1682050,Pc,PropHunter,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Sports', 'Early Access']"
1682060,Pc,Warriors of the Nile 2,"['Indie', 'Strategy']"
1682070,Pc,ball heroes,"['Action', 'Adventure', 'Indie', 'Sports', 'Early Access']"
1682080,Pc,SAMUDRA Playtest,
1682120,Pc,Welcome to Dreamville,"['Adventure', 'Casual', 'Indie']"
1682200,Pc,BJORN,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1682210,Pc,You Can't Finish,"['Adventure', 'Indie']"
1682260,Pc,Black Sheep,"['Adventure', 'Indie']"
1682270,Pc,Beers and Boomerangs Playtest,
1682290,Pc,Wéko The Mask Gatherer,"['Action', 'Adventure', 'Indie', 'RPG']"
1682300,Pc,Flirtatious: Fallen Angels,"['Casual', 'Indie']"
1681310,Pc,In Your Books,"['Casual', 'Indie']"
1681350,Pc,时空梦魇Ⅰ代号608,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1681360,Pc,Gore. Prologue.,"['Action', 'Adventure', 'Free To Play', 'Indie']"
1681380,Pc,Haos,['Action']
1681400,Pc,Magic Adventures,"['Action', 'Adventure', 'Casual', 'Indie']"
1681480,Pc,The Repairing Mantis,"['Adventure', 'Indie']"
1681490,Pc,Pandora : Wild Origins,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']"
1681510,Pc,Trenches - World War 1 Horror Survival Game,"['Action', 'Adventure', 'Indie', 'Simulation']"
1681520,Pc,Fifefer Island - Terrena's Adventure,"['Adventure', 'RPG', 'Simulation']"
1681540,Pc,Latarnix Puzzle,['Casual']
1681560,Pc,Hungry Bunny,"['Casual', 'Indie', 'Simulation']"
1681590,Pc,Luminus,"['Adventure', 'Casual', 'Indie', 'Strategy']"
1681600,Pc,Cornucopia®,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']"
1681620,Pc,Mines & Dragons,"['Action', 'Indie', 'Strategy']"
1681640,Pc,politician simulator,"['Casual', 'Indie', 'Simulation', 'Free To Play']"
1681670,Pc,人妻痴汉电车,['Casual']
